,group,song_lines,tokenized,lemmatized
773,Måneskin,ed ho baciato la dolce marlena ,"['ed', 'ho', 'baciato', 'la', 'dolce', 'marlena']",ed ho baciato la dolce marlena
775,Måneskin,marlena sì portami a ballare ,"['marlena', 'sì', 'portami', 'a', 'ballare']",marlena sì portami a ballare
776,Måneskin,"stasera marlena, marlena ","['stasera', 'marlena', ',', 'marlena']","stasera marlena , marlena"
777,Måneskin,sì portami a ballare stasera marlena ,"['sì', 'portami', 'a', 'ballare', 'stasera', 'marlena']",sì portami a ballare stasera marlena
778,Måneskin,marlena sì portami a ballare ,"['marlena', 'sì', 'portami', 'a', 'ballare']",marlena sì portami a ballare
779,Måneskin,"stasera marlena, marlena ","['stasera', 'marlena', ',', 'marlena']","stasera marlena , marlena"
780,Måneskin,sì portami a bailar  ,"['sì', 'portami', 'a', 'bailar']",sì portami a bailar
782,Måneskin,il ballo della vida ,"['il', 'ballo', 'della', 'vida']",il ballo della vida
783,Måneskin,il ballo della vida ,"['il', 'ballo', 'della', 'vida']",il ballo della vida
784,Måneskin,il ballo della vida ,"['il', 'ballo', 'della', 'vida']",il ballo della vida
785,Måneskin,il ballo della vida,"['il', 'ballo', 'della', 'vida']",il ballo della vida
786,Måneskin,il ballo di marlena,"['il', 'ballo', 'di', 'marlena']",il ballo di marlena
788,Måneskin,marlena sì vienimi a parlare ti prego marlena ,"['marlena', 'sì', 'vienimi', 'a', 'parlare', 'ti', 'prego', 'marlena']",marlena sì vienimi a parlare ti prego marlena
789,Måneskin,marlena io ti starò ad ascoltare ,"['marlena', 'io', 'ti', 'starò', 'ad', 'ascoltare']",marlena io ti starò ad ascoltare
790,Måneskin,ti prego marlena ,"['ti', 'prego', 'marlena']",ti prego marlena
791,Måneskin,marlena insegnami a lottare ,"['marlena', 'insegnami', 'a', 'lottare']",marlena insegnami a lottare
792,Måneskin,ti prego marlena ,"['ti', 'prego', 'marlena']",ti prego marlena
793,Måneskin,marlena sì portami a bailar ,"['marlena', 'sì', 'portami', 'a', 'bailar']",marlena sì portami a bailar
795,Måneskin,il ballo della vida ,"['il', 'ballo', 'della', 'vida']",il ballo della vida
796,Måneskin,il ballo della vida ,"['il', 'ballo', 'della', 'vida']",il ballo della vida
797,Måneskin,il ballo della vida ,"['il', 'ballo', 'della', 'vida']",il ballo della vida
798,Måneskin,il ballo della vida,"['il', 'ballo', 'della', 'vida']",il ballo della vida
799,Måneskin,"i'm cold, i'm drunk","['i', ""'m"", 'cold', ',', 'i', ""'m"", 'drunk']","i 'm cold , i 'm drunk"
800,Måneskin,"i just don't care about, care about you","['i', 'just', 'do', ""n't"", 'care', 'about', ',', 'care', 'about', 'you']","i just do n't care about , care about you"
801,Måneskin,i smoke too much and i just don't care about you,"['i', 'smoke', 'too', 'much', 'and', 'i', 'just', 'do', ""n't"", 'care', 'about', 'you']",i smoke too much and i just do n't care about you
802,Måneskin,"i sing my songs and i just don't care about, care about you","['i', 'sing', 'my', 'songs', 'and', 'i', 'just', 'do', ""n't"", 'care', 'about', ',', 'care', 'about', 'you']","i sing my song and i just do n't care about , care about you"
803,Måneskin,i'm on my stars and i just don't care,"['i', ""'m"", 'on', 'my', 'stars', 'and', 'i', 'just', 'do', ""n't"", 'care']",i 'm on my star and i just do n't care
805,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
806,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
807,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
808,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
809,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
810,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
811,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
812,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
814,Måneskin,"baby, and i just wanna fly away","['baby', ',', 'and', 'i', 'just', 'wan', 'na', 'fly', 'away']","baby , and i just wan na fly away"
815,Måneskin,"because i don't, i don't, i don't, i don't","['because', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', ""don't""]","because i do n't , i do n't , i do n't , i don't"
816,Måneskin,and i'm for you,"['and', 'i', ""'m"", 'for', 'you']",and i 'm for you
817,Måneskin,and i just wanna fly away,"['and', 'i', 'just', 'wan', 'na', 'fly', 'away']",and i just wan na fly away
818,Måneskin,"because i don't, i don't, i don't, i don't","['because', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', ""don't""]","because i do n't , i do n't , i do n't , i don't"
819,Måneskin,"and i'm for you, hey","['and', 'i', ""'m"", 'for', 'you', ',', 'hey']","and i 'm for you , hey"
821,Måneskin,yes i'm listening,"['yes', 'i', ""'m"", 'listening']",yes i 'm listening
822,Måneskin,to the voice that i got inside my head,"['to', 'the', 'voice', 'that', 'i', 'got', 'inside', 'my', 'head']",to the voice that i got inside my head
823,Måneskin,"maybe lately you began to trust in me, trust in me","['maybe', 'lately', 'you', 'began', 'to', 'trust', 'in', 'me', ',', 'trust', 'in', 'me']","maybe lately you began to trust in me , trust in me"
824,Måneskin,"so baby, stay here","['so', 'baby', ',', 'stay', 'here']","so baby , stay here"
825,Måneskin,"please darling, have no fear, have no fear","['please', 'darling', ',', 'have', 'no', 'fear', ',', 'have', 'no', 'fear']","please darling , have no fear , have no fear"
826,Måneskin,"this is my dream, do you wanna live it?","['this', 'is', 'my', 'dream', ',', 'do', 'you', 'wan', 'na', 'live', 'it', '?']","this is my dream , do you wan na live it ?"
828,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
829,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
830,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
831,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
832,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
833,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
834,Måneskin,so say that you hate me,"['so', 'say', 'that', 'you', 'hate', 'me']",so say that you hate me
835,Måneskin,"say that you want me down, down, down","['say', 'that', 'you', 'want', 'me', 'down', ',', 'down', ',', 'down']","say that you want me down , down , down"
837,Måneskin,"baby, and i just wanna fly away","['baby', ',', 'and', 'i', 'just', 'wan', 'na', 'fly', 'away']","baby , and i just wan na fly away"
838,Måneskin,"because i don't, i don't, i don't, i don't","['because', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', ""don't""]","because i do n't , i do n't , i do n't , i don't"
839,Måneskin,and i'm for you,"['and', 'i', ""'m"", 'for', 'you']",and i 'm for you
840,Måneskin,and i just wanna fly away,"['and', 'i', 'just', 'wan', 'na', 'fly', 'away']",and i just wan na fly away
841,Måneskin,"because i don't, i don't, i don't, i don't","['because', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', ""don't""]","because i do n't , i do n't , i do n't , i don't"
842,Måneskin,"and i'm for you, you","['and', 'i', ""'m"", 'for', 'you', ',', 'you']","and i 'm for you , you"
843,Måneskin,"for you, you","['for', 'you', ',', 'you']","for you , you"
845,Måneskin,"yeah, i got something standing in the lot","['yeah', ',', 'i', 'got', 'something', 'standing', 'in', 'the', 'lot']","yeah , i got something standing in the lot"
846,Måneskin,of the shit boulevard,"['of', 'the', 'shit', 'boulevard']",of the shit boulevard
847,Måneskin,"one, two, three, shot the king to the ground","['one', ',', 'two', ',', 'three', ',', 'shot', 'the', 'king', 'to', 'the', 'ground']","one , two , three , shot the king to the ground"
848,Måneskin,i got wings and i reach for the stars,"['i', 'got', 'wings', 'and', 'i', 'reach', 'for', 'the', 'stars']",i got wing and i reach for the star
849,Måneskin,"for my system, i'm bored in my mind","['for', 'my', 'system', ',', 'i', ""'m"", 'bored', 'in', 'my', 'mind']","for my system , i 'm bored in my mind"
851,Måneskin,'cause i'm standing in the lot,"[""'cause"", 'i', ""'m"", 'standing', 'in', 'the', 'lot']",'cause i 'm standing in the lot
852,Måneskin,of the shit boulevard,"['of', 'the', 'shit', 'boulevard']",of the shit boulevard
853,Måneskin,"one, two, three, shot the king to the ground","['one', ',', 'two', ',', 'three', ',', 'shot', 'the', 'king', 'to', 'the', 'ground']","one , two , three , shot the king to the ground"
854,Måneskin,i got wings and i reach for the stars,"['i', 'got', 'wings', 'and', 'i', 'reach', 'for', 'the', 'stars']",i got wing and i reach for the star
855,Måneskin,"for my system, i'm bored in my mind","['for', 'my', 'system', ',', 'i', ""'m"", 'bored', 'in', 'my', 'mind']","for my system , i 'm bored in my mind"
857,Måneskin,'cause i'm standing in the lot,"[""'cause"", 'i', ""'m"", 'standing', 'in', 'the', 'lot']",'cause i 'm standing in the lot
858,Måneskin,"of the shit boulevard, yeah","['of', 'the', 'shit', 'boulevard', ',', 'yeah']","of the shit boulevard , yeah"
859,Måneskin,"one, two, three, shot the king to the ground, yeah","['one', ',', 'two', ',', 'three', ',', 'shot', 'the', 'king', 'to', 'the', 'ground', ',', 'yeah']","one , two , three , shot the king to the ground , yeah"
860,Måneskin,"i got wings and i reach for the stars, yeah","['i', 'got', 'wings', 'and', 'i', 'reach', 'for', 'the', 'stars', ',', 'yeah']","i got wing and i reach for the star , yeah"
861,Måneskin,"for my system, i'm bored in my mind","['for', 'my', 'system', ',', 'i', ""'m"", 'bored', 'in', 'my', 'mind']","for my system , i 'm bored in my mind"
863,Måneskin,'cause i'm standing in the lot,"[""'cause"", 'i', ""'m"", 'standing', 'in', 'the', 'lot']",'cause i 'm standing in the lot
864,Måneskin,"of the shit boulevard, yeah","['of', 'the', 'shit', 'boulevard', ',', 'yeah']","of the shit boulevard , yeah"
865,Måneskin,"one, two, three, shot the king to the ground, yeah","['one', ',', 'two', ',', 'three', ',', 'shot', 'the', 'king', 'to', 'the', 'ground', ',', 'yeah']","one , two , three , shot the king to the ground , yeah"
866,Måneskin,"i got wings and i reach for the stars, yeah","['i', 'got', 'wings', 'and', 'i', 'reach', 'for', 'the', 'stars', ',', 'yeah']","i got wing and i reach for the star , yeah"
867,Måneskin,"for my system, i'm bored in my","['for', 'my', 'system', ',', 'i', ""'m"", 'bored', 'in', 'my']","for my system , i 'm bored in my"
869,Måneskin,"baby, and i just wanna fly away","['baby', ',', 'and', 'i', 'just', 'wan', 'na', 'fly', 'away']","baby , and i just wan na fly away"
870,Måneskin,"because i don't, i don't, i don't, i don't","['because', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', ""don't""]","because i do n't , i do n't , i do n't , i don't"
871,Måneskin,and i'm for you,"['and', 'i', ""'m"", 'for', 'you']",and i 'm for you
872,Måneskin,and i just wanna fly away,"['and', 'i', 'just', 'wan', 'na', 'fly', 'away']",and i just wan na fly away
873,Måneskin,"because i don't, i don't, i don't, i don't","['because', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', 'do', ""n't"", ',', 'i', ""don't""]","because i do n't , i do n't , i do n't , i don't"
874,Måneskin,and i'm for you,"['and', 'i', ""'m"", 'for', 'you']",and i 'm for you
875,Måneskin,"i don't envy, i will survive","['i', 'do', ""n't"", 'envy', ',', 'i', 'will', 'survive']","i do n't envy , i will survive"
876,Måneskin,"and i've been begging, begging myself","['and', 'i', ""'ve"", 'been', 'begging', ',', 'begging', 'myself']","and i 've been begging , begging myself"
877,Måneskin,please don't close your eyes,"['please', 'do', ""n't"", 'close', 'your', 'eyes']",please do n't close your eye
878,Måneskin,"i don't have tears, i cried it all","['i', 'do', ""n't"", 'have', 'tears', ',', 'i', 'cried', 'it', 'all']","i do n't have tear , i cried it all"
879,Måneskin,i heard a voice that's inside me,"['i', 'heard', 'a', 'voice', 'that', ""'s"", 'inside', 'me']",i heard a voice that 's inside me
880,Måneskin,"she says ""please stay what you want""","['she', 'says', '``', 'please', 'stay', 'what', 'you', 'want', ""''""]",she say `` please stay what you want ''
882,Måneskin,"and i've been begging you, begging you","['and', 'i', ""'ve"", 'been', 'begging', 'you', ',', 'begging', 'you']","and i 've been begging you , begging you"
883,Måneskin,"please show me, please show me why","['please', 'show', 'me', ',', 'please', 'show', 'me', 'why']","please show me , please show me why"
884,Måneskin,"am i begging you, begging you","['am', 'i', 'begging', 'you', ',', 'begging', 'you']","am i begging you , begging you"
885,Måneskin,"please show me, please show me why","['please', 'show', 'me', ',', 'please', 'show', 'me', 'why']","please show me , please show me why"
886,Måneskin,"am i begging you, begging you","['am', 'i', 'begging', 'you', ',', 'begging', 'you']","am i begging you , begging you"
887,Måneskin,"please show me, please show me why","['please', 'show', 'me', ',', 'please', 'show', 'me', 'why']","please show me , please show me why"
888,Måneskin,"am i begging you, begging you","['am', 'i', 'begging', 'you', ',', 'begging', 'you']","am i begging you , begging you"
889,Måneskin,but,['but'],but
891,Måneskin,i have no fear for no-,"['i', 'have', 'no', 'fear', 'for', 'no-']",i have no fear for no-
892,Måneskin,i have no fear for nobody,"['i', 'have', 'no', 'fear', 'for', 'nobody']",i have no fear for nobody
893,Måneskin,i have no fear for nobody,"['i', 'have', 'no', 'fear', 'for', 'nobody']",i have no fear for nobody
894,Måneskin,"i have no fear for nobody, nobody now","['i', 'have', 'no', 'fear', 'for', 'nobody', ',', 'nobody', 'now']","i have no fear for nobody , nobody now"
895,Måneskin,i have no fear for nobody,"['i', 'have', 'no', 'fear', 'for', 'nobody']",i have no fear for nobody
896,Måneskin,i have no fear for nobody,"['i', 'have', 'no', 'fear', 'for', 'nobody']",i have no fear for nobody
897,Måneskin,"i have no fear for nobody, nobody now","['i', 'have', 'no', 'fear', 'for', 'nobody', ',', 'nobody', 'now']","i have no fear for nobody , nobody now"
899,Måneskin,i'm staying here and i'm not lying,"['i', ""'m"", 'staying', 'here', 'and', 'i', ""'m"", 'not', 'lying']",i 'm staying here and i 'm not lying
900,Måneskin,"and i've been beating on, beating on my chest","['and', 'i', ""'ve"", 'been', 'beating', 'on', ',', 'beating', 'on', 'my', 'chest']","and i 've been beating on , beating on my chest"
901,Måneskin,i'm ready to fight,"['i', ""'m"", 'ready', 'to', 'fight']",i 'm ready to fight
902,Måneskin,"this is not a dream, this is the truth","['this', 'is', 'not', 'a', 'dream', ',', 'this', 'is', 'the', 'truth']","this is not a dream , this is the truth"
903,Måneskin,this is my story and i count it,"['this', 'is', 'my', 'story', 'and', 'i', 'count', 'it']",this is my story and i count it
904,Måneskin,we don't give a f*ck about you,"['we', 'do', ""n't"", 'give', 'a', 'f*ck', 'about', 'you']",we do n't give a f*ck about you
906,Måneskin,"but i've been begging you, begging you","['but', 'i', ""'ve"", 'been', 'begging', 'you', ',', 'begging', 'you']","but i 've been begging you , begging you"
907,Måneskin,"please show me, please show me why","['please', 'show', 'me', ',', 'please', 'show', 'me', 'why']","please show me , please show me why"
908,Måneskin,"am i begging you, begging you","['am', 'i', 'begging', 'you', ',', 'begging', 'you']","am i begging you , begging you"
909,Måneskin,"please show me, please show me why","['please', 'show', 'me', ',', 'please', 'show', 'me', 'why']","please show me , please show me why"
910,Måneskin,"am i begging you, begging you","['am', 'i', 'begging', 'you', ',', 'begging', 'you']","am i begging you , begging you"
911,Måneskin,"please show me, please show me why","['please', 'show', 'me', ',', 'please', 'show', 'me', 'why']","please show me , please show me why"
912,Måneskin,"am i begging you, begging you","['am', 'i', 'begging', 'you', ',', 'begging', 'you']","am i begging you , begging you"
913,Måneskin,but,['but'],but
915,Måneskin,i have no fear for no,"['i', 'have', 'no', 'fear', 'for', 'no']",i have no fear for no
